date,startup,vertical,subvertical,location,investor,investment_type,amount
2015-12-23,Mech Mocha,Mobile Game development & Design platform,0,Bangalore,"Blume Ventures,Flipkart",Seed Funding,8.152
2015-12-23,Shotang.com,B2B eCommerce Marketplace,0,Bangalore,"Exfinity Venture Partners,Unitus Impact Livelihoods Fund",Private Equity,40.76
2015-12-24,Black White Orange Brands,B2B Merchandize platform,0,Mumbai,Collaborative Licensing Ventures LLP,Seed Funding,2.47
2015-12-24,Canvera,Photographer Online search & booking platform,0,Bangalore,Info Edge (India) Ltd,Private Equity,17.934
2015-12-24,Kolabro,Real Estate focused Tech platform,0,Gurgaon,"Umang Kumar,Ruchir Arora,Others",Seed Funding,0.0
2015-12-28,Bumper,Mobile Car Servicing appointment app,0,Bangalore,SAIF Partners,Seed Funding,4.076
2015-12-28,Town Essentials,Grocery Delivery platform,0,Bangalore,"Sharad Hegde,Girish Reddy,Siddharth Patil,Shrikant Patil",Seed Funding,8.152
2015-12-29,Hotify,New Curation Mobile App,0,Bangalore,Mahavir Pratap Sharma,Seed Funding,1.223
2015-12-29,MobiKwik,Mobile Wallet,0,Gurgaon,"Sequoia Capital,Tree Line Asia,Innoven Capital",Private Equity,53.803
2015-12-30,Intelligent Interfaces,Interface development platform for Government officials,0,Bangalore,Yuvraj Singh,Seed Funding,0.0
2016-01-01,Helpi,Consumer Internet,On Demand Cleaning Services Mobile App,Mumbai,Undisclosed Investors,Seed Funding,0.0
2016-01-01,Smartcooky,eCommerce,Health Food / Personal Care Marketplace,New Delhi,"Rajan An,An,Pramod Bhasin,Siddharth Pai,TV Moh,as Pai,Manvinder Singh Banga",Seed Funding,0.0
2016-02-01,Blue Tokai Coffee,eCommerce,Specialty Coffee Etailer,New Delhi,Snow Leopard Technology Ventures,Seed Funding,0.0
2016-03-01,DriveU,Consumer Internet,Chauffeurs Discovery for private car owners,Bangalore,Unitus Seed Fund,Seed Funding,0.0
2016-03-01,Gympik,Consumer Internet,"Fitness Centres, Gym Discovery online marketplace",Bangalore,RoundGlass Partners,Private Equity,0.0
2016-03-01,IQlect,Technology,Big Data Analytics Platform,Bangalore,"Lip-Bu Tan,Michael Marks,Nicolas Braithwaite",Private Equity,0.0
2016-03-01,TestBook,Consumer Internet,Online Test Preparation Platform,Mumbai,"S Ch,Co",Private Equity,0.0
2016-04-01,Dil Mil,Consumer Internet,Matchmaking Mobile App,Bangalore,"Nelstone Ventures,Transmedia Capital,Maiden Lane Ventures,CSC Upshot,Angel investors",Private Equity,22.01
2016-04-01,Dil Mil,Consumer Internet,Matchmaking Mobile App,San Francisco,"Nelstone Ventures,Transmedia Capital,Maiden Lane Ventures,CSC Upshot,Angel investors",Private Equity,22.01
2016-04-01,PicsDream,Consumer Internet,Online Marketplace for Photographers,Delhi,Raman Roy,Seed Funding,0.0
2016-04-01,Process 9,Consumer Internet,online translation and transliteration,Gurgaon,"Indian Angel Network,Alok Sharma,Kris Gopalakrishnan,Saurabh Srivastava,Ajai Chowdhry",Seed Funding,0.0
2016-05-01,Get My Parking,Technology,Parking Technology Platform,New Delhi,The Chennai Angels,Seed Funding,3.065
2016-05-01,MotoMojo,Consumer Internet,Mobile based Vehicle maintenance App,Mumbai,"Niloufer Dundh,Fauzan Rahim,Balamurugan Mani",Seed Funding,0.0
2016-05-01,Prescribez,Consumer Internet,Health Service Aggregator Platform,Pune,Ankush Mehta,Seed Funding,1.182
2016-06-01,BRIDGEi2I,Technology,Data Analytics platform,Bangalore,Edelweiss,Private Equity,0.0
2016-06-01,Chikoop,Consumer Internet,Free Ad based Voice Calling,Indore,Undisclosed Investors,Seed Funding,0.0
2016-07-01,DarwinBox,Technology,HR Software Services Startup,Hyderabad,"3one4 Capital,Tracxn Labs,Aaruha Technology Fund,Endiya Partners",Seed Funding,0.0
2016-07-01,PressPlay TV,Consumer Internet,Video Content Discovery Platform,New Delhi,"Sequoia Capital,SD Ventures,Vistaar Investment Advisors Pvt. Ltd.",Private Equity,0.0
2016-07-01,Razorpay,Consumer Internet,Online Payment Gateway,Bangalore,MasterCard,Private Equity,0.0
2016-07-01,Venture Catalysts,Consumer Internet,Seed Investment & Innovation Platform,Mumbai,Zaffiro Ventures,Seed Funding,4.076
2016-08-01,HealthKart,eCommerce,Online Pharmacy & Health Marketplace,Gurgaon,"Sequoia Capital India,Omidiyar Network,Kae Capital",Private Equity,97.824
2016-08-01,Medinfi,Consumer Internet,Doctor & Clinics Discovery platform,Bangalore,"Mudit Saxena,Evan Lim",Seed Funding,1.63
2016-08-01,RepairEasy,Consumer Internet,Gadget Repair Services Platform,Pune,Undisclosed HNIs,Seed Funding,2.242
2016-08-01,Tokri,Consumer Internet,Hyperlocal Grocery Delivery platform,Pune,Syska LED group,Private Equity,20.38
2016-08-01,Voonik,eCommerce,Online Womens Fashion Marketplace,Bangalore,Innoven Capital,Private Equity,24.456
2016-09-01,Lucideus,Technology,IT Risk Assessment and Digital Security Services provider.,New Delhi,Amit Choudhary,Seed Funding,0.0
2016-09-01,Mad Street Den,Technology,Artificial Intelligence Platform,Chennai,"Sequoia Capital India,Exfinity Venture Partners,GrowX Ventures",Private Equity,0.0
2016-09-01,Mihup,Technology,Personal Digital Assistant,Kolkata,Accel Partners,Private Equity,54.618
2016-09-01,Renowala,eCommerce,Home Improvement Marketplace,Hyderabad,Pradeep Dhobale,Seed Funding,0.0
2016-11-01,PickMyLaundry,Consumer Internet,On-Demand Washing & Dry Cleaning Services,New Delhi,"Kedar Lele,GHV Accelerator",Seed Funding,1.63
2016-12-01,IndiaLends,Consumer Internet,Online Instant personal Loan provider,New Delhi,"DSG Consumer Partners,American Express Ventures,Cyber Carrier,AdvantEdge Partners",Private Equity,32.608
2016-12-01,SidQam,Technology,Healthcare Software System,Noida,"Sequoia Capital,Grace Capital Ventures,Soham Vencaps",Private Equity,9.782
2016-12-01,Slide App,Consumer Internet,Lock screen Rewards mobile app,New Delhi,Songhyun Investment,Private Equity,29.347
2016-01-13,Bucker,Consumer Internet,Food Ordering Mobile App,Hyderabad,"50K Ventures,Munish Jauhar,Pulkit Jain,Rohit Narang",Seed Funding,0.0
2016-01-13,CarTrade,Consumer Internet,Auto Classifieds Portal,Mumbai,"Temasek Holdings,March Capital,Wargburg Pincus",Private Equity,1182.04
2016-01-13,Care24,Healthcare,Professional Health Services Platform,Mumbai,"SAIF Partners,India Quotient",Private Equity,32.608
2016-01-13,Obino,Healthcare,Weigh Loss Coaching,Mumbai,RoundGlass Partners,Private Equity,0.0
2016-01-13,Rentomo,Consumer Internet,peer-to-peer renting Marketplace,Bangalore,"Shiva Ashok,Other unnamed investors",Seed Funding,0.815
2016-01-13,Roder,Consumer Internet,inter-city cab aggregator,New Delhi,Unicorn Ventures,Seed Funding,1.956
2016-01-14,Buildkar,eCommerce,Construction Material Marketplace,Bangalore,"Mustafa Wajid,Umang Kumar,Others",Seed Funding,0.0
2016-01-14,Orahi,Consumer Internet,Carpooling Mobile App,Gurgaon,Indian Angel Network,Seed Funding,4.239
2016-01-14,Snapshopr,Consumer Internet,Visual Search & Image Recognition Platform,Bangalore,Amod Malviya,Seed Funding,0.0
2016-01-14,Zapr,Technology,TV to Mobile audience Platform,Gurgaon,"Flipkart,Saavn,Micromax Informatics,Dhiraj Rajaram,Ambiga Dhiraj,Dinesh Agarwal,Samir Bangara,Sanjay Nath,Arihant Patni of Patni Family Office",Seed Funding,0.0
2016-01-15,Fitso,Consumer Internet,Fitness related Social Networking App & Forum,Gurgaon,"Varun Khurana,Samar Singla,Vinay Bansal",Seed Funding,1.63
2016-01-15,Jobick,Consumer Internet,Mobile app based Job Search,Noida,Abhinav Mathur,Seed Funding,0.0
2016-01-15,Remidio,Healthcare,Healthcare Product Manufacturer,Bangalore,"Cipher-Plexus Capital Advisors,Indian HNIs",Private Equity,0.0
2016-01-15,Zoctr,Consumer Internet,healthcare aggregator platform,Mumbai,Times Group,Seed Funding,0.0
2016-01-15,evibe.in,Consumer Internet,Party Hall Booking platform,Bangalore,"Hyderabad Angels,Lalit Mangal,Vikas Malpani,Gaurav Bhalotia,LV Prasad",Seed Funding,0.0
2016-01-16,Plick,Consumer Internet,Instant Content Transfer Mobile App,Mumbai,Sanjay Mehta,Seed Funding,0.0
2016-01-18,Kartrocket,Consumer Internet,SAAS DIY ECommerce Platform,New Delhi,"Bertelsmann India Investments,Nirvana Digital Investment Holding,500 Startups",Private Equity,48.912
2016-01-18,Voice Friends,Consumer Internet,Dating & Singles Chat Platform,Mumbai,Huzaifa Khorakiwala,Seed Funding,0.0
2016-01-19,Cashkaro,Consumer Internet,Coupon & Cashback platform,Gurgaon,Ratan Tata,Private Equity,0.0
2016-01-19,CollegeDunia,Consumer Internet,Educational College Search platform,New Delhi,Umang Kumar,Seed Funding,3.628
2016-01-19,DailyObjects,eCommerce,Mobile Accessories etailer,New Delhi,"Unilazer Ventures,Phanindra Sama,Peyush Bansal",Private Equity,11.413
2016-01-19,Gameezop,Consumer Internet,Casual Gaming platform,New Delhi,"An,Ch,rasekaran,Others",Seed Funding,0.0
2016-01-19,Indus OS,Technology,Local language Mobile OS,Mumbai,Omidiyar Network,Private Equity,40.76
2016-01-19,Swiggy,Consumer Internet,Online / Mobile Food Ordering platform,Bangalore,"Harmony Partners,RB Investments,Existing investors",Private Equity,285.32
2016-01-19,TinyStep,Consumer Internet,Parenting Social Network,Bangalore,Flipkart,Seed Funding,0.0
2016-01-19,Villgro,Finance,Social Business Incubator & Fund,Chennai,"Lemelson Foundation,Michael,Susan Dell Foundation",Private Equity,28.532
2016-01-20,IMbesharam,eCommerce,Adult Products Etailers,New Delhi,Undisclosed US Based Investors,Private Equity,32.608
2016-01-20,IMbesharam,eCommerce,Adult Products Etailers,US,Undisclosed US Based Investors,Private Equity,32.608
2016-01-20,IndustryBuying,eCommerce,B2B Industrial Goods Marketplace,New Delhi,Trifecta Capital Advisors LLP,Private Equity,14.674
2016-01-20,Just Buy Live,eCommerce,B2B Marketplace for Distributors,Mumbai,Alpha Capital,Private Equity,163.04
2016-01-20,Moodoo,Consumer Internet,Social Meeting organizer App,Mumbai,Sa\\xc3\\xafd Business School Seed Fund.,Seed Funding,0.326
2016-01-20,Moodoo,Consumer Internet,Social Meeting organizer App,UK,Sa\\xc3\\xafd Business School Seed Fund.,Seed Funding,0.326
2016-01-20,RedDoorz,Consumer Internet,Budget Accomodation Aggregator,New Delhi,500 Startups,Private Equity,0.0
2016-01-20,Saral Designs,Healthcare,Women Hygiene Product Manufacturer,Mumbai,"Farooq Adam,Ambi Parameswaran",Seed Funding,0.0
2016-01-21,CREO,Technology,Smartphone OS Developer,Bangalore,"Sequoia Capital,Beenext Ventures,India Quotient,An,Ch,rasekaran",Private Equity,24.456
2016-01-21,EasyPolicy,Consumer Internet,Online insurance policy aggregator,Noida,Unilazer Ventures,Private Equity,17.934
2016-01-21,FirstCry,eCommerce,Kids Focused eTailer,Pune,Ratan Tata,Private Equity,0.0
2016-01-21,Fisdom,Consumer Internet,Personal Finance Mobile App,Bangalore,"Rob Ch,ra",Seed Funding,4.076
2016-01-21,Housing.com,Consumer Internet,Online Real Estate Portal,Mumbai,SoftBank Group,Private Equity,122.28
2016-01-22,EPS,Technology,Electronic Payments Solution Company,Mumbai,APIS Partners,Private Equity,285.32
2016-01-22,Gajty,Healthcare,Salons & Spa Chain,Gurgaon,Purvi Ventures,Seed Funding,0.0
2016-01-22,Little,Consumer Internet,Deal Discovery App,Bangalore,GIC,Private Equity,0.0
2016-01-22,PlexusMD,Consumer Internet,Social Network for Healthcare Professionals,Ahmedabad,"Arihant Patni of Patni Family Office,Avnish Mehra,Pranay Adhvaryu,Ravi Sampat",Seed Funding,0.0
2016-01-22,Qlivery,Consumer Internet,Ondemand Concierge Service,Gurgaon,"Ch,Chandigarh Angels Network",Seed Funding,0.0
2016-01-22,Qubole,Technology,Enterprise Cloud Based Data Processing,Bangalore,"Institutional Venture Partners,Norwest Venture Partners,Lightspeed Venture Partners,CRV",Private Equity,244.56
2016-01-22,ShabdNagari,Consumer Internet,Hindi Language Social Networking Portal,Kanpur,"Kanpur Angels,Others",Seed Funding,1.63
2016-01-22,Silvan,Technology,Home Automation & Security Solutions,Bangalore,The Chennai Angels,Seed Funding,4.198
2016-01-22,SnapBizz,eCommerce,Mobile based Retail Market Ecosystem,Bangalore,"Jungle Ventures,Taurus Value Creation,Konly Venture,Blume Ventures",Private Equity,58.694
2016-01-25,Power2SME,Consumer Internet,SME Online Buying Hub,Gurgaon,"N,an Nilekani,Accel Partners,Kalaari Capital,Inventus Capital",Private Equity,171.192
2016-01-25,SIFTR Labs,Consumer Internet,Photography curation & Aggregator platform,Mumbai,Venture Catalysts,Seed Funding,1.223
2016-01-25,SkyCandle,eCommerce,Home D\\xc3\\xa9cor Product etailer,New Delhi,GPA group,Private Equity,0.0
2016-01-27,Applicate,Technology,"Sales, Market, Distribution & Data Analytics Platform",Bangalore,Undisclosed Investors,Seed Funding,8.152
2016-01-27,Buildzar,eCommerce,Construction Material ETailer,Gurgaon,Puneet Dalmia,Private Equity,32.608
2016-01-27,Teabox.com,eCommerce,Specialty Tea ETailer,Siliguri,Ratan Tata,Private Equity,0.0
2016-01-27,WhatsOnRent,eCommerce,Online Rental Marketplace,Bangalore,"Lalit Mangal,Others",Seed Funding,0.0
2016-01-28,JustDoc,Consumer Internet,Medical Video Consultation platform,Bangalore,"TV Moh,as Pai,Mohit Saxena,Raghun,an G,Singapore Angel Network,Tracxn Labs",Seed Funding,0.0
2016-01-28,Myeglu,Technology,Connected Smart Home Solutions,Bangalore,Foxconn Technology Group,Seed Funding,0.0
2016-01-28,Truce,FMCG,Vegetables & Fruits Supply Chain,Mumbai,"Anupam Mittal,Amit Gupta,Utsav Somani,Neeraj Goenka,Farooq Adam Mukadam",Seed Funding,3.016
2016-01-28,Zebi (yet to launch),Technology,Data Intelligence & Analytics,Hyderabad,Undisclosed Investors,Seed Funding,8.152
2016-01-29,Aisle,Consumer Internet,Indians focused Matchmaking App,Bangalore,"TermSheet,ah! Ventures",Seed Funding,1.508
2016-01-29,BitGiving,Consumer Internet,Crowdfunding Platform,New Delhi,"Harminder Sahani,Krishna Mehra,Sanjay Bakshi",Seed Funding,0.0
2016-01-29,CodingLabs,Technology,Coding Skill Showcase & Resume Builder,Hyderabad,Vineet Nalla,Seed Funding,0.0
2016-01-29,FreshMenu,Consumer Internet,Fresh Food Delivery platform,Bangalore,"Zodius Technology Opportunities Fund,Lightspeed Venture Partners",Private Equity,138.584
2016-01-29,N.O.W,Consumer Internet,Rental Bike Aggregator App,Noida,Maple Capital Advisors,Seed Funding,0.0
2016-01-29,Qriyo,Consumer Internet,Online Fitness & Educational information Aggregator,Jodhpur,Idein Ventures,Seed Funding,1.304
2016-01-29,Rare Media,Technology,Mobile & Cloud based App developer,New Delhi,Info Edge (India) Ltd,Private Equity,8.967
2016-01-29,Tinmen,Consumer Internet,Food Delivery Platform,Hyderabad,Lead Angel Network,Seed Funding,0.0
2016-01-29,Truebil,eCommerce,Online marketplace for cars,Mumbai,"Kalaari Capital,Inventus Capital,Tekton Ventures,Kae Capital",Private Equity,41.983
2016-01-30,DesignBids,Consumer Internet,Interior Design Marketplace,New Delhi,Indian Angel Network,Seed Funding,0.0
2016-01-30,FindUrClass,Consumer Internet,Hobby & Activity Class Aggregator,Mumbai,"Amit Patni,Anirudh Damani,Samir Shah",Seed Funding,0.0
2016-02-02,Altizone,Technology,IoT & M2M Solutions,Pune,"Wipro Ventures,Lumis Partners",Private Equity,32.608
2016-02-02,Gamooz,Technology,Augmented Reality Solutions,Gurgaon,Multiple investors through Ten Minute Million competition,Seed Funding,0.183
2016-02-02,Oust App,Consumer Internet,Competitive Exam Preparation Platform,Bangalore,"TV Moh,as Pai,Aarin Capital",Seed Funding,0.0
2016-02-02,SoundSurround,Technology,Audio Technology Solutions,Mumbai,Multiple investors through Ten Minute Million competition,Seed Funding,0.183
2016-02-02,Strike,Consumer Internet,Mobile Email productivity tool,Bangalore,Multiple investors through Ten Minute Million competition,Seed Funding,0.183
2016-03-02,MoMark,Consumer Internet,Mobile Wallet Aggregation platform,Noida,YourNest Angel Fund,Private Equity,4.891
2016-03-02,Skedool,Consumer Internet,AI based Office Assistant Mobile App,Bangalore,"Kludein LLC\\nPhanindra Sama,Narayan Ramach,ran,Pranav Pai",Seed Funding,0.0
2016-03-02,Skedool,Consumer Internet,AI based Office Assistant Mobile App,Seattle,"Kludein LLC\\nPhanindra Sama,Narayan Ramach,ran,Pranav Pai",Seed Funding,0.0
2016-03-02,Systemantics,Technology,Industrial robots maker,Bangalore,"Accel Partners,N,an Nilekani",Private Equity,11.413
2016-05-02,Airwood,Technology,Agri Data & Analytics Platform,Chennai,StartupXseed Ventures,Seed Funding,0.0
2016-06-02,Atomberg,Technology,"smart, energy efficient home appliance manufacturer",Mumbai,Parampara Capital,Private Equity,8.152
2016-06-02,CoutLoot,eCommerce,Fashion Re-Commerce Platform,Mumbai,Venture Catalysts,Seed Funding,0.0
2016-06-02,Droom,eCommerce,Online marketplace for used automobiles,New Delhi,"Beenext Ventures,Digital Garage Inc,Lightbox Ventures,Beenos",Private Equity,0.0
2016-06-02,Limo,Consumer Internet,Bus Aggregator Mobile app,Mumbai,Rainmaker Ventures,Private Equity,8.152
2016-06-02,Visit,Consumer Internet,On-Demand Healthcare Service provider,New Delhi,MapmyIndia,Seed Funding,0.0
2016-07-02,Playment,Consumer Internet,Mobile Marketplace for Crowdsourced Work,Bangalore,SAIF Partners,Private Equity,5.706
2016-08-02,Daily Ninja,Consumer Internet,Hyperlocal daily needs Products delivery platform,Bangalore,"Venk Krishnan,Aprameya Radhakrishnan,Anupam Mittal,Kunal Shah,Tracxn Labs,Subramanya SV,Ravi Garikipati",Seed Funding,0.0
2016-08-02,Sheroes,Consumer Internet,Online Job and Career Platform for Women,Noida,"Lumis Partners,The HR Fund,Rajul Garg,Quintillion Media",Private Equity,14.674
2016-08-02,Yumlane,Food & Beverage,Retail Food & Snack Offline centres,Mumbai,"Binny Bansal,Anupam Mittal,Sachin Bhatia,Darius P,ole,Kunal Khattar,Dheeraj Jain",Seed Funding,8.152
2016-11-02,FreshDesk,Consumer Internet,SAAS Based HelpDesk Services,Chennai,"Sequoia Capital India,Accel Partners",Private Equity,448.36
2016-11-02,LaundryAnna,Consumer Internet,On-Demand Washing & Dry Cleaning Services,Bangalore,Undisclosed Investors,Seed Funding,1.223
2016-11-02,LetsMD,Consumer Internet,Healthcare Services Comparison Platform,New Delhi,"Calcutta Angels Network (CAN),LetsVenture Angel Fund,Anupam Mittal,Currae Healthtech Fund",Seed Funding,0.0
2016-11-02,Sattviko,Food & Beverage,Health Food Restaurant Chain,New Delhi,"Raman Roy,Ashish Gupta,Yogesh Andlay,Vaibhav Jain",Seed Funding,0.0
2016-12-02,Badiyajobs,Consumer Internet,Entry-Level job Seekers platform,New Delhi,Undisclosed Investors,Seed Funding,0.815
2016-12-02,Streo,Consumer Internet,Live Music Streaming App,Bangalore,"GEMS Advisory,Quarizon",Seed Funding,0.0
2016-12-02,TYGR,Technology,Transport and logistics mobile App,Mumbai,Franchise India,Private Equity,24.456
2016-02-15,Aasaanjobs,Consumer Internet,Online Recruitment Marketplace,Mumbai,"Aspada Advisors,IDG Ventures,Inventus Capital",Private Equity,40.76
2016-02-15,Buddy,Finance,Micro Lending Platform for eCommerce purchases,Bangalore,"Blume Ventures,Tracxn Labs",Seed Funding,4.076
2016-02-15,GoYaNo,Consumer Internet,Events & Restaurant Discovery Marketplace App,Gurgaon,Mukesh Kumar Gupta,Seed Funding,0.408
2016-02-15,Jugnoo,Consumer Internet,Transportation & On-demand delivery aggregator,Chandigarh,"Saumya T,on",Private Equity,0.0
2016-02-15,Legistify,Consumer Internet,Online Legal services platform,New Delhi,Ranjit Singh,Seed Funding,0.0
2016-02-15,RentSher,Consumer Internet,Online Household Product Rental platform,Bangalore,"Vaibhav Doshi,Abhay Singhal,Vibhu Garg,Joby Babu,Abhishek Acharya,Manish Shah",Seed Funding,2.446
2016-02-15,SnapBizz,Technology,Connectivity platform for local grocery stores,Bangalore,Ratan Tata,Private Equity,0.0
2016-02-15,Snapdeal,eCommerce,Horizontal Online Marketplace,New Delhi,"Ontario Teachers,Others",Private Equity,1630.4
2016-02-16,BetterPlace,Technology,Data analytics based Verification services Platform,Bangalore,Unitus Seed Fund,Seed Funding,7.907
2016-02-16,ICustomMadeIt,eCommerce,Professional Custom creators Marketplace,Pune,"Br,Capital,Siddhivinayak Skyscrapers,Dinesh R. Challa",Private Equity,32.608
